Date,Open,High,Low,Close*,Adj Close**,Volume
"Mar 01, 2013",91.76,91.97,89.33,91.56,91.56,"1,168,537"
"Feb 22, 2013",92.96,94.46,91.57,92.05,92.05,"1,072,244"
"Feb 15, 2013",97.34,97.47,92.63,92.84,92.84,"967,3"
"Feb 08, 2013",95.92,98.11,94.97,97.31,97.31,"1,174,030"
"Feb 01, 2013",97.42,98.15,95.04,95.83,95.83,"1,214,368"
"Jan 25, 2013",95.95,98.24,95.43,97.49,97.49,"1,046,897"
"Jan 18, 2013",95.19,96.92,94.91,95.95,95.95,"904,983"
"Jan 11, 2013",93.87,96.04,92.65,95.49,95.49,"1,174,373"
"Jan 04, 2013",92.86,94.70,91.52,93.82,93.82,"1,053,586"
"Dec 28, 2012",91.15,93.87,90.00,92.92,92.92,"644,576"
"Dec 21, 2012",90.02,91.44,87.96,90.87,90.87,"523,26"
"Dec 14, 2012",86.13,90.54,86.05,90.13,90.13,"879,848"
"Dec 07, 2012",86.39,87.68,85.21,85.89,85.89,"1,203,225"
"Nov 30, 2012",87.66,90.33,85.68,86.26,86.26,"1,148,601"
"Nov 23, 2012",87.68,88.69,85.36,88.07,88.07,"991,781"
"Nov 16, 2012",85.28,89.80,85.02,87.38,87.38,"1,061,897"
"Nov 09, 2012",85.00,86.83,84.13,85.45,85.45,"1,388,744"
"Nov 02, 2012",86.91,89.22,84.05,85.09,85.09,"1,540,947"
"Oct 26, 2012",86.00,87.42,84.66,87.09,87.09,"874,085"
"Oct 19, 2012",92.04,93.05,84.94,86.05,86.05,"1,215,698"
"Oct 12, 2012",92.41,92.85,89.79,92.10,92.10,"1,110,692"
"Oct 05, 2012",91.51,93.66,88.21,92.07,92.07,"1,463,448"
"Sep 28, 2012",92.35,93.33,87.70,91.71,91.71,"1,234,823"
"Sep 21, 2012",92.93,93.84,88.95,91.85,91.85,"1,117,721"
"Sep 14, 2012",98.04,100.42,90.66,91.87,91.87,"1,153,867"
"Sep 07, 2012",94.70,98.58,94.08,98.31,98.31,"1,251,611"
"Aug 31, 2012",94.75,97.71,94.26,95.53,95.53,"1,065,336"
"Aug 24, 2012",96.06,97.72,93.95,94.62,94.62,"1,011,875"
"Aug 17, 2012",95.23,98.29,94.98,96.27,96.27,"938,683"
"Aug 10, 2012",93.46,95.75,91.71,95.60,95.60,"1,199,462"
"Aug 03, 2012",87.26,94.72,87.23,93.36,93.36,"1,284,737"
"Jul 27, 2012",89.43,90.95,86.92,87.13,87.13,"1,268,260"
"Jul 20, 2012",92.22,92.30,86.84,89.39,89.39,"1,372,344"
"Jul 13, 2012",85.86,92.94,85.58,92.66,92.66,"1,042,512"
"Jul 06, 2012",86.73,87.13,83.65,86.08,86.08,"1,393,060"
"Jun 29, 2012",78.46,88.98,78.28,87.22,87.22,"1,442,916"
"Jun 22, 2012",78.11,80.92,77.28,77.69,77.69,"1,358,686"
"Jun 15, 2012",84.33,85.60,77.93,78.20,78.20,"1,333,276"
"Jun 08, 2012",83.63,86.64,81.07,83.91,83.91,"1,575,143"
"Jun 01, 2012",86.44,87.03,81.21,84.82,84.82,"1,615,818"
"May 25, 2012",90.79,92.21,85.86,86.53,86.53,"1,059,113"
"May 18, 2012",92.86,93.06,89.28,90.66,90.66,"1,052,257"
"May 11, 2012",96.53,97.20,91.81,92.56,92.56,"1,385,689"
"May 04, 2012",102.59,102.72,95.17,97.08,97.08,"1,692,480"
"Apr 27, 2012",104.10,106.43,102.36,102.54,102.54,"1,213,010"
"Apr 20, 2012",102.57,104.92,101.82,104.55,104.55,"1,104,612"
"Apr 13, 2012",103.66,105.07,101.67,102.27,102.27,"1,043,951"
"Apr 06, 2012",102.53,104.24,100.68,103.64,103.64,"1,073,144"
"Mar 30, 2012",103.29,105.49,101.08,103.31,103.31,"1,311,425"
"Mar 23, 2012",105.52,108.25,102.13,102.78,102.78,"1,260,633"
"Mar 16, 2012",105.44,108.24,104.50,105.35,105.35,"1,180,957"
"Mar 09, 2012",106.91,108.20,103.78,105.11,105.11,"1,464,320"
"Mar 02, 2012",108.75,109.03,104.35,106.58,106.58,"1,482,514"
"Feb 24, 2012",108.66,110.55,104.84,108.84,108.84,"1,566,996"
"Feb 17, 2012",102.35,108.74,102.25,107.83,107.83,"1,017,729"
"Feb 10, 2012",99.89,102.69,97.32,102.31,102.31,"1,365,491"
"Feb 03, 2012",96.61,100.18,95.84,99.84,99.84,"1,652,243"
"Jan 27, 2012",99.93,101.29,95.44,96.36,96.36,"1,467,970"
"Jan 20, 2012",100.39,101.39,97.40,99.70,99.70,"1,369,961"
"Jan 13, 2012",99.20,102.06,97.70,100.39,100.39,"1,067,068"
"Jan 06, 2012",101.35,103.41,98.50,99.10,99.10,"1,575,747"
"Dec 30, 2011",99.78,103.74,98.61,101.81,101.81,"996,871"
"Dec 23, 2011",99.48,101.77,98.30,99.65,99.65,"538,078"
"Dec 16, 2011",93.42,100.05,92.52,99.53,99.53,"933,826"
"Dec 09, 2011",98.08,101.25,93.31,93.87,93.87,"1,629,903"
"Dec 02, 2011",100.00,102.44,97.71,98.34,98.34,"1,373,534"
"Nov 25, 2011",95.79,101.75,94.99,100.20,100.20,"1,397,155"
"Nov 18, 2011",98.61,100.15,95.24,96.17,96.17,"1,223,436"
"Nov 11, 2011",97.51,103.37,97.19,98.82,98.82,"1,561,279"
"Nov 04, 2011",94.24,98.35,92.87,97.78,97.78,"1,723,651"
"Oct 28, 2011",93.93,94.61,89.17,94.07,94.07,"1,422,277"
"Oct 21, 2011",86.50,94.65,85.95,93.96,93.96,"2,008,958"
"Oct 14, 2011",84.47,89.51,83.77,85.30,85.30,"1,207,170"
"Oct 07, 2011",82.57,86.64,81.36,84.23,84.23,"1,659,187"
"Sep 30, 2011",83.07,83.23,74.95,82.59,82.59,"1,911,008"
"Sep 23, 2011",80.40,84.77,77.11,82.14,82.14,"1,701,003"
"Sep 16, 2011",89.11,89.78,79.66,80.51,80.51,"1,366,679"
"Sep 09, 2011",88.77,90.52,85.00,89.40,89.40,"1,695,833"
"Sep 02, 2011",88.78,90.48,83.20,89.05,89.05,"1,273,903"
"Aug 26, 2011",85.09,89.90,82.95,88.93,88.93,"1,407,287"
"Aug 19, 2011",81.30,86.59,79.17,85.30,85.30,"1,529,547"
"Aug 12, 2011",85.55,89.00,81.15,82.38,82.38,"1,693,988"
"Aug 05, 2011",86.50,88.32,75.71,85.72,85.72,"2,661,586"
"Jul 29, 2011",97.16,98.60,86.04,86.63,86.63,"1,897,579"
"Jul 22, 2011",99.20,100.62,96.51,97.44,97.44,"1,301,937"
"Jul 15, 2011",96.03,100.16,94.69,99.13,99.13,"1,198,121"
"Jul 08, 2011",98.79,99.21,93.55,95.69,95.69,"1,761,458"
"Jul 01, 2011",95.12,99.42,93.45,98.67,98.67,"1,166,867"
"Jun 24, 2011",92.29,95.84,89.61,95.42,95.42,"1,520,842"
"Jun 17, 2011",95.10,95.70,89.69,91.02,91.02,"1,486,093"
"Jun 10, 2011",101.84,102.15,94.01,94.95,94.95,"1,953,680"
"Jun 03, 2011",100.87,102.44,97.74,101.93,101.93,"1,886,169"
"May 27, 2011",100.16,103.39,98.46,100.40,100.40,"1,297,404"
"May 20, 2011",98.60,101.90,95.99,100.23,100.23,"1,718,284"
"May 13, 2011",98.81,100.99,95.02,98.44,98.44,"1,530,130"
"May 06, 2011",99.76,104.60,94.63,98.97,98.97,"2,562,689"
"Apr 29, 2011",112.82,114.83,98.25,99.80,99.80,"1,816,258"
"Apr 22, 2011",112.34,113.97,110.71,112.86,112.86,"1,084,425"
"Apr 15, 2011",108.45,112.48,105.50,112.29,112.29,"1,219,358"
"Apr 08, 2011",110.32,113.46,105.31,108.11,108.11,"2,048,383"
"Apr 01, 2011",106.62,110.44,106.30,110.30,110.30,"1,352,066"
"Mar 25, 2011",105.46,106.83,102.70,106.72,106.72,"1,233,086"
"Mar 18, 2011",101.78,106.69,100.14,105.60,105.60,"1,137,586"
"Mar 11, 2011",102.64,103.00,96.22,101.42,101.42,"1,640,218"
"Mar 04, 2011",101.70,106.95,100.62,102.70,102.70,"1,980,555"
"Feb 25, 2011",96.63,102.94,96.17,101.91,101.91,"1,721,266"
"Feb 18, 2011",86.40,103.41,85.65,97.28,97.28,"1,790,612"
"Feb 11, 2011",87.70,87.77,83.85,86.36,86.36,"1,460,673"
"Feb 04, 2011",90.63,91.67,85.88,86.73,86.73,"1,886,183"
"Jan 28, 2011",85.28,92.84,85.11,90.54,90.54,"2,017,073"
"Jan 21, 2011",89.45,90.22,85.42,85.64,85.64,"1,699,673"
"Jan 14, 2011",90.99,92.10,88.00,88.86,88.86,"1,076,827"
"Jan 07, 2011",88.18,92.39,87.25,91.40,91.40,"2,046,435"
"Dec 31, 2010",89.67,92.58,87.85,88.38,88.38,"1,669,084"
"Dec 24, 2010",91.07,91.88,89.02,89.84,89.84,"536,234"
"Dec 17, 2010",87.87,91.63,87.01,91.51,91.51,"938,085"
"Dec 10, 2010",88.51,89.49,86.83,87.70,87.70,"1,501,660"
"Dec 03, 2010",87.94,90.76,87.14,88.37,88.37,"1,848,268"
"Nov 26, 2010",84.21,88.13,82.78,88.00,88.00,"1,519,714"
"Nov 19, 2010",82.24,84.20,80.28,83.86,83.86,"1,291,106"
"Nov 12, 2010",87.73,87.85,80.06,81.85,81.85,"1,743,833"
"Nov 05, 2010",86.60,88.63,85.48,87.81,87.81,"1,811,810"
"Oct 29, 2010",81.92,86.83,80.56,86.49,86.49,"1,665,975"
"Oct 22, 2010",80.73,83.28,80.41,82.18,82.18,"1,533,704"
"Oct 15, 2010",82.77,83.33,79.35,80.56,80.56,"1,523,312"
"Oct 08, 2010",81.43,84.12,80.30,82.69,82.69,"1,653,226"
"Oct 01, 2010",79.84,84.43,79.70,81.67,81.67,"1,810,208"
"Sep 24, 2010",74.95,80.18,74.66,79.97,79.97,"1,715,111"
"Sep 17, 2010",74.47,76.00,72.75,75.18,75.18,"1,279,961"
"Sep 10, 2010",74.40,78.04,74.11,74.57,74.57,"1,842,247"
"Sep 03, 2010",74.93,75.96,72.63,74.25,74.25,"1,518,581"
"Aug 27, 2010",73.18,75.58,71.53,75.02,75.02,"1,944,756"
"Aug 20, 2010",74.45,74.60,70.76,73.36,73.36,"1,546,643"
"Aug 13, 2010",75.75,76.74,73.83,74.43,74.43,"1,241,341"
"Aug 06, 2010",82.12,82.67,75.52,75.74,75.74,"1,898,146"
"Jul 30, 2010",78.25,82.97,76.83,82.01,82.01,"1,419,634"
"Jul 23, 2010",79.27,79.69,75.90,78.36,78.36,"1,529,995"
"Jul 16, 2010",76.82,79.42,75.25,79.30,79.30,"1,361,840"
"Jul 09, 2010",75.85,78.15,74.25,76.62,76.62,"1,671,342"
"Jul 02, 2010",72.67,76.00,71.09,75.44,75.44,"1,196,371"
"Jun 25, 2010",76.56,79.38,72.05,72.95,72.95,"1,625,861"
"Jun 18, 2010",76.55,78.92,75.17,76.51,76.51,"1,192,657"
"Jun 11, 2010",75.52,78.13,73.26,76.79,76.79,"1,678,345"
"Jun 04, 2010",74.61,76.30,69.51,75.48,75.48,"2,154,791"
"May 28, 2010",74.90,75.72,71.64,74.61,74.61,"1,689,727"
"May 21, 2010",69.52,74.75,67.15,74.55,74.55,"1,931,978"
"May 14, 2010",73.99,74.13,64.24,68.01,68.01,"1,619,102"
"May 07, 2010",76.95,78.51,73.62,74.40,74.40,"2,498,407"
"Apr 30, 2010",85.58,87.15,74.58,77.11,77.11,"2,331,588"
"Apr 23, 2010",83.75,85.63,81.29,85.17,85.17,"1,916,899"
"Apr 16, 2010",85.35,85.44,80.53,83.70,83.70,"1,597,798"
"Apr 09, 2010",85.56,86.39,82.51,85.51,85.51,"2,116,406"
"Apr 02, 2010",85.31,87.09,84.38,85.39,85.39,"1,303,710"
"Mar 26, 2010",80.13,85.22,79.54,84.87,84.87,"1,547,432"
"Mar 19, 2010",82.17,82.20,78.57,80.53,80.53,"1,367,809"
"Mar 12, 2010",82.20,83.16,79.13,82.20,82.20,"1,394,064"
"Mar 05, 2010",80.58,83.03,80.16,82.11,82.11,"1,636,427"
"Feb 26, 2010",78.33,81.23,77.82,80.21,80.21,"1,505,253"
"Feb 19, 2010",78.37,80.51,77.05,78.17,78.17,"1,374,414"
"Feb 12, 2010",75.30,79.29,72.66,79.06,79.06,"1,258,822"
"Feb 05, 2010",73.04,75.69,69.50,75.28,75.28,"2,258,123"
"Jan 29, 2010",73.89,78.04,72.42,73.14,73.14,"1,894,136"
"Jan 22, 2010",75.84,76.50,72.65,73.64,73.64,"1,534,675"
"Jan 15, 2010",79.20,79.31,75.66,76.08,76.08,"1,018,612"
"Jan 08, 2010",82.65,83.95,78.37,79.39,79.39,"1,617,578"
"Jan 01, 2010",79.63,83.52,79.63,82.66,82.66,"1,139,120"
